10,819999999999999 0,0031717000000000004 0,022699999999999994
10,819999999999999 0,0025505000000000002 0,022299999999999993
10,819999999999999 0,0035721000000000004 0,022699999999999994
10,819999999999999 0,0046836000000000004 0,023499999999999997
10,819999999999999 0,0064139 0,0258
10,819999999999999 0,0353867 0,05620000000000001
10,819999999999999 0,20928000000000005 0,2333
10,919 0,8386352 0,8632
11,959 1,4962311 1,5225
